id,created_at,text,estimated_time,wait_time_min,wait_time_max,,
904872040729063424,2017-09-05 1:01:20,b'Traffic has resumed exiting the city. Gate Road wait time is about 1 hour.  Travel from CR 34 to Wadsworth is 3 hours 16 minutes.',60,60,,,
904866439693307909,2017-09-05 0:39:05,b'Traffic is currently being held on Gate Road to allow LE to clear an accident on the highway.',,,,,
904856617191182340,2017-09-05 0:00:03,b'Gas lines at both Gerlach and Empire are extreme. This impacts traffic through the area. 30 minutes down Gate Road. CR 34 to Wadsworth 2:42.',,,,,
904842847798558720,2017-09-04 23:05:20,"b'Pulsing is in operation to smooth the flow of traffic, but wait time is under an hour. Drive time from CR 34 to Wadsworth is 2 hours 40 min.'",60,60,,,
904836578551398400,2017-09-04 22:40:26,b'Slow traffic on Hwy 447 is due to people stopping and pulling over.',,,,,
904834620327387136,2017-09-04 22:32:39,b'10 mph between Gerlach and Empire.',,,,,
904833824634396672,2017-09-04 22:29:29,b'2. Travel time from your camp to Gate will vary on the time of day and which side of the city you are departing from.',,,,,
904833747165618176,2017-09-04 22:29:10,b'1. Gate Road wait time is based on travel time from Gate to County Road 34. It does not include travel time from your camp to Gate.',,,,,
904833488569950213,2017-09-04 22:28:09,"b'Please do not pass other vehicles on Gate Road, County Road 34 or Hwy. 447. This is tremendously dangerous.'",,,,,
904811327763382274,2017-09-04 21:00:05,b'Smooth traffic out of the city. No stops on Gate Road and 2 hours and 43 minutes drive from CR 34 to Wadsworth.',0,0,,,
904797337448583169,2017-09-04 20:04:30,b'Now is a great time to hit the road. Expect no stops on Gate Road and a 2 hour 45 minute drive from CR 34 to Wadsworth.',0,0,,,
904782472671633408,2017-09-04 19:05:26,b'Speedy exit times. Under 20 min wait time on Gate Road and 2 hrs 43 mins from CR34 to Wadsworth.',20,20,,,
904766985581539330,2017-09-04 18:03:53,b'One hour wait time on Gate Rd and 2 hrs 23mins to Wadsworth. \nTO BM: Wadsworth to Gate: 1 hr. 51 mins.',60,60,,,
904751989870997505,2017-09-04 17:04:18,b'One hour wait time on Gate Rd and 2 hrs 18 mins to Wadsworth. \nTO BM: Wadsworth to Gate: 1 hr. 58 mins.',60,60,,,
904737274147024898,2017-09-04 16:05:50,b'One hour wait time on Gate Rd and 2 hrs 14 mins to Wadsworth. \nTO BM: Wadsworth to Gate: 2 hrs. 14 mins',60,60,,,
904722175541874688,2017-09-04 15:05:50,b'One hour wait time on Gate Rd and 2 hrs 50 mins to Wadsworth. \nto BM: Wadsworth to Gate: 2 hrs. 01 mins',60,60,,,
904721447985270784,2017-09-04 15:02:56,b'Expect unanticipated delays.  Be sure to leave BRC with adequate food and water and medications for your journey.',,,,,
904715617680359425,2017-09-04 14:39:46,b'2) Travel time from your camp to Gate will vary on the time of day and which side of the city you are departing from.',,,,,
904715519760195588,2017-09-04 14:39:23,b'1) Gate Road wait time is based on travel time from Gate to County Road 34. It does not include travel time from your camp to Gate.',,,,,
904707025745170432,2017-09-04 14:05:38,b'Use all 14 lanes exiting on gate road. One hour wait time on Gate Rd and 2 hrs 28 mins to Wadsworth. \nto BM: Wadsworth to Gate: 1 hr. 49 min',60,60,,,
904693201478574080,2017-09-04 13:10:42,b'Use all 14 lanes exiting on gate road. One hour wait time on Gate Rd and 2 hrs 27 mins to Wadsworth. \n Wadsworth to Gate: 1 hr. 43 mins.',60,60,,,
904692001295228928,2017-09-04 13:05:56,b'Use all 14 lanes exiting on gate road. One hour wait time on Gate Rd and 2 hr 27min to Wadsworth. \n Wadsworth to Gate:  2 hrs. 27 min.',60,60,,,
904677012715053056,2017-09-04 12:06:22,b'Now is a good time to leave Burning Man!\nNo wait time on Gate Rd and 2 hr 18 min to Wadsworth. \nTo BM: Wadsworth to Gate: 2 hr 5 min.',0,0,,,
904661649424093185,2017-09-04 11:05:19,b'Evening traffic cleared\n30 min from Burning Man to CR34 then 2 hr 42 min from CR34 to Wadsworth. \nTo BM: Wadsworth to Gate: 2 hr 5 min.',30,30,,,
904646142926970880,2017-09-04 10:03:42,b'Slowdown in Empire cleared.\n2 hr from Burning Man to CR34 then 2 hr 35 min from CR34 to Wadsworth. \nTo BM: Wadsworth to Gate: 2 hr 11 min.',120,120,,,
904616123848675328,2017-09-04 8:04:25,b'3 to 4 hours from top of Gate Rd to CR34. 3 hours 08 min from CR 34 to Wadsworth. \nTo BM: Wadsworth to Gate: 1 hour 59 min.',210,180,240,,
904601996929490944,2017-09-04 7:08:17,b'Exodus grows. 3 to 4 hours from top of Gate Rd to CR34. 3 hours 21 min from CR 34 to Wadsworth. \nTo BM: Wadsworth to Gate: 1 hour 52 min.',210,180,240,,
904585277586407424,2017-09-04 6:01:51,b'Exodus grows. 3 to 4 hours from top of Gate Rd to CR34. 3 hours 26 min from CR 34 to Wadsworth. To BM: Wadsworth to Gate: 1 hour 52 minutes.',210,180,240,,
904569975075201025,2017-09-04 5:01:02,b'Temple Burn is mostly over. 1 to 2 hours from top of Gate Rd to CR34. 3 hours 11 min from CR 34 to Wadsworth. To BM: Wadsworth to Gate: 1:43',90,60,120,,
904554785487114240,2017-09-04 4:00:41,b'Less than one hour from Gate Road to HWY 34. HWY 34 to Wadsworth is slowing to 2 hrs 45 mins. To BM: Wadsworth to Gate Road 1 hrs 59 mins.',50,50,,,
904539664048148481,2017-09-04 3:00:36,b'Improving to 1.5 hrs from Gate Road to HWY 34. HWY 34 to Wadsworth is 2 hrs 21 mins. To BM: Wadsworth to Gate Road 1 hrs 38 mins.',90,90,,,
904523799248429056,2017-09-04 1:57:33,"b'Up to 3 hrs from Gate Road to HWY 34. HWY 34 to Wadsworth is 2 hrs 34 mins. To BM, Wadsworth to Gate Road 2 hrs 14 mins.'",30,30,,,
904513962083057664,2017-09-04 1:18:28,b'Nevada Highway Patrol reports a vehicle accident on WB I-80 at Wadworth. Be prepared for delays in the area.',120,120,,,
904510173305233408,2017-09-04 1:03:24,"b'Still up to 2 hrs from Gate Road to HWY 34. HWY 34 to Wadsworth is 2 hrs 36 mins. To BM, Wadsworth to Gate Road 2 hrs 52 mins.'",120,120,,,
904495295333097473,2017-09-04 0:04:17,b'Wait on Gate Road to HWY 34 is up to 2 hrs. HWY 34 to Wadsworth is 2 hrs 22 mins. Northbound from Wadsworth to Gate Road 2 hrs 24 mins.',120,120,,,
904494973617414144,2017-09-04 0:03:01,b'2) Travel time from your camp to Gate will vary on the time of day and which side of the city you are departing from.',,,,,
904494852548829185,2017-09-04 0:02:32,b'1) Gate Road wait time is based on travel time from Gate to County Road 34. It does not include travel time from your camp to Gate.',,,,,
904480490119454721,2017-09-03 23:05:27,b'Wait on Gate Road to HWY 34 is up to 2 hrs. HWY 34 to Wadsworth is 2 hrs 18 mins. Northbound from Wadsworth to Gate Road 2 hrs 6 mins.',120,120,,,
904465134394933249,2017-09-03 22:04:26,b'Wait on Gate Road to HWY 34 is 1 to 2 hours. HWY 34 to Wadsworth is 2 hrs 39 mins. Northbound from Wadsworth to Gate Road - 2 hour 3 mins.',90,60,120,,
904451567398649857,2017-09-03 21:10:32,b'Exiting Gate Road to HWY 34 is 1 to 2 hours. HWY 34 to Wadsworth is 2 hrs 13 mins. Northbound from Wadsworth to Gate Road - 2 hour 4 mins.',90,60,120,,
904436054937231360,2017-09-03 20:08:53,b'Departing: Burning Man to HWY 34 is 1 to 2 hours. 34 to Wadsworth is 2 hrs  3 mins. Northbound from Wadsworth to 8 mile - 1 hour 57 mins.',90,60,120,,
904419446529327105,2017-09-03 19:02:54,b'Departing: Burningman to HWY is ~1 hour..  Southbound to Wadsworth is 1 hr 58 mins. \nNorthbound from Wadsworth to Gate Road - 2 hour 2 mins.',60,60,,,
904404157662101505,2017-09-03 18:02:08,b'Departing: Burning Man to HWY is ~1 hour..  Southbound to Wadsworth is 1 hr 47min. \nNorthbound from Wadsworth to Gate Road - 2 hour 02 min',60,60,,,
904389536834310144,2017-09-03 17:04:02,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hrs 52 min. \nNorthbound from Wadsworth to Gate Road - 5 hour 30 min',20,20,,,
904374947556069376,2017-09-03 16:06:04,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hrs 48 min. \nNorthbound from Wadsworth to Gate Road - 2 hour 48 min',20,20,,,
904366652887793664,2017-09-03 15:33:07,b'All traffic entering Burningman use Mile 12 entrance north of Gerlach on Highway 34.  The 8 mile entrance is now OUTBOUND vehicles only.',20,20,,,
904359341515517954,2017-09-03 15:04:03,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hrs 57 min. \nNorthbound from Wadsworth to Gate Road - 1 hour 32 min',20,20,,,
904349494577422337,2017-09-03 14:24:56,b'All traffic entering burningman use Mile 12 entrance.  The 8 mile entrance is for outbound vehicles only.',,,,,
904344264225804290,2017-09-03 14:04:09,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hrs 57 min. \nNorthbound from Wadsworth to Gate Road - 1 hour 40 min',20,20,,,
904328453423603712,2017-09-03 13:01:19,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 2 hrs 12 min. \nNorthbound from Wadsworth to Gate Road - 1 hour 51 min.',20,20,,,
904314064725266432,2017-09-03 12:04:09,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 2 hrs 10 min. \nNorthbound from Wadsworth to Gate Road - 1 hour 51 min.',20,20,,,
904299032595619840,2017-09-03 11:04:25,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hr 50 min. \nNorthbound from Wadsworth to Gate Road - 2 hours 13 min.',20,20,,,
904283804050890752,2017-09-03 10:03:54,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 2 hrs 3 min. \nNorthbound from Wadsworth to Gate Road - 1 hour 48 min.',20,20,,,
904278848359079936,2017-09-03 9:44:12,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hour 59 min. \nNorthbound from Wadsworth to Gate Road - 2 hour 48 min.',20,20,,,
904257467433013248,2017-09-03 8:19:15,b'Departing: Burning Man to HWY is 20 min.  Southbound to Wadsworth is 1 hour 52 min. \nNorthbound from Wadsworth to Gate Road - 1 hour 56 min.',20,20,,,
904239365513236480,2017-09-03 7:07:19,b'Gate Road to Wadsworth is 1 hours and 44 minutes with a Exit time of 0 minutes. Wadsworth to Gate Road time is 11 hours and 08 minutes.',104,104,,,
904224467999653888,2017-09-03 6:08:07,b'Gate Road to Wadsworth is 1 hours and 49 minutes with a Exit time of 0 minutes. Wadsworth to Gate Road time is 11 hours and 35 minutes.',109,109,,,
904221095154339840,2017-09-03 5:54:43,b'Main entrance has moved to the 12 mile entrance. 8 mile is now all exit lanes. Do not enter into oncoming traffic at 8 mile.',,,,,
904209527351934976,2017-09-03 5:08:45,b'Gate Road to Wadsworth is 1 hours and 51 minutes with a Exit time of 0 minutes. Wadsworth to Gate Road time is 6 hours and 39 minutes.',111,111,,,
904179134565404672,2017-09-03 3:07:59,b'Gate Road to Wadsworth is 1 hours and 39 minutes with a Exit time of 0 minutes. Wadsworth to Gate Road time is 2 hours and 02 minutes.',99,99,,,
904170871958405121,2017-09-03 2:35:09,b'2) Consider using Highway 95 through Fallon if possible.',,,,,
904170810004393984,2017-09-03 2:34:54,b'1) Be advised there is the potential for road closures on Highway 395 southbound as you leave Nevada and enter California.',,,,,
904170670640308224,2017-09-03 2:34:21,b'Law enforcement will be in Nixon monitoring the speed limit.',,,,,
904170580819271681,2017-09-03 2:33:59,b'Participants will see message boards in Nixon displaying the 25 mph speed limit due to firefighters stationed in the area.',,,,,
904170390804680705,2017-09-03 2:33:14,"b'Participants driving south on 447 may see smoke, fire and firefighting aircraft between mile 44 and mile 37 approaching Nixon. Drive safely.'",,,,,
904162448432877569,2017-09-03 2:01:40,b'Gate Road to Wadsworth is 1 hour and 55 minutes with a Exit time of 0 minutes. Wadsworth to Gate Road time is 2 hours and 23 minutes.',115,115,,,
904152922761646080,2017-09-03 1:23:49,b'Gate Road to Wadsworth is 1 hour and 56 minutes with a Exit time of 0 minutes. Wadsworth to Gate Road time is 2 hours and 23 minutes.',116,116,,,
904138233516347392,2017-09-03 0:25:27,b'Wadsworth to Gate road time is 2 hours and 22 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 2 hours.',,,,,
904117784526848001,2017-09-02 23:04:12,b'Wadsworth to Gate road time is 2 hours and 4 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 2 hour and 1 minutes.',,,,,
904103022636277760,2017-09-02 22:05:32,b'Will Call has officially closed. Vehicles need to have tickets for everyone and parking pass for in the front window-lower left front corner',,,,,
904102093723754496,2017-09-02 22:01:51,b'Wadsworth to Gate road time is 2 hours and 19 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 56 minutes.',,,,,
904091260805369856,2017-09-02 21:18:48,b'Wadsworth to Gate road time is 2 hours and 31 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 56 minutes.',,,,,
904066108017307648,2017-09-02 19:38:51,b'Fires are live in the area. Please drive carefully through area with smoke &amp; watch for Emergency crews on the road.\xe2\x80\xa6 https://t.co/TJYpJ0PqLh',,,,,
904057248040837121,2017-09-02 19:03:39,b'Wadsworth to Gate road time is 2 hours and 52 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 42 minutes.',,,,,
904043108299624449,2017-09-02 18:07:27,b'Wadsworth to Gate road time is 1 hour and 33 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 46 minutes.',,,,,
904028894814248960,2017-09-02 17:10:59,b'Wadsworth to Gate road time is 1 hour and 42 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 52 minutes.',,,,,
904013217206239236,2017-09-02 16:08:41,b'Wadsworth to Gate road time is 2 hours and 4 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 59 minutes.',,,,,
904005620973658114,2017-09-02 15:38:30,b'Gate Road speed limit is 10 mph. City speed is 5 mph. Radio stations GARS 95.1 and BMIR 94.5 (iHeart Radio) are available for announcements.',,,,,
904001347690921989,2017-09-02 15:21:31,b'Wadsworth to Gate road time is 2 hours and 4 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 44 minutes.',,,,,
903770219298131968,2017-09-02 0:03:06,b'Wadsworth to Gate road time is 2 hours and 5 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hour and 52 minutes.',,,,,
903763275275530240,2017-09-01 23:35:30,b'Wadsworth to Gate road time is 2 hours and 04 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 1 hours and 59 minutes.',,,,,
903725365880901634,2017-09-01 21:04:52,b'Gate Road speed limit is 10 mph. City speed is 5 mph. Radio stations GARS 95.1 and BMIR 94.5 (iHeart Radio) are available for announcements.',,,,,
903724898190753796,2017-09-01 21:03:00,b'Wadsworth to Gate road time is 2 hours and 25 minutes with a Gate wait time of 20 minutes. Gate to Wadsworth time is 2 hours and 45 minutes.',,,,,
903695487898931200,2017-09-01 19:06:08,b'Wadsworth to Gate road time is 1 hour and 47 minutes with a Gate wait time of 20 minutes.',,,,,
903668654700728320,2017-09-01 17:19:31,b'Wadsworth to Gate road time is 1 hour and 58 minutes with a Gate wait time of 20 minutes.',,,,,
903649802424082436,2017-09-01 16:04:36,b'Traffic is improving:  Wadsworth to Gate road time is 2 hours and 29 minutes with a Gate wait time of 20 minutes.',,,,,
903649103661453313,2017-09-01 16:01:49,b'HWY 447: Please drive safe and be prepared to slow down north of Wadsworth to Gerlach. Emergency crews are still on the roads.',,,,,
903646793434574848,2017-09-01 15:52:39,b'Wadsworth to Gate road time is 6 hours and 47 minutes with a Gate wait time of 20 minutes.',,,,,
903484071094796288,2017-09-01 5:06:03,b'Wadsworth to Gate road time is 5 hours and 26 minutes with a Gate wait time of 20 minutes.',,,,,
903468215858118656,2017-09-01 4:03:02,b'Wadsworth to Gate road time is 5 hours and 3 minutes with a Gate wait time of 20 minutes.',,,,,
903438771772948480,2017-09-01 2:06:02,b'Wadsworth to Gate road wait time is 3 hour 03 minutes with a Gate wait time of 20 minutes.',,,,,
903413561619296256,2017-09-01 0:25:52,"b'Road Condition: Always check road condition before you drive, you can visit \nhttps://t.co/NBoB10CWES'",,,,,
903410203248529408,2017-09-01 0:12:31,b'Wadsworth to Gate road wait time is 2 hour 15 minutes with a Gate wait time of 2 hours.',,,,,
903392749667450882,2017-08-31 23:03:10,b'Wadsworth to Gate road wait time is 1 hour 45 minutes with a Gate wait time of 20 minutes.',,,,,
903362500074364928,2017-08-31 21:02:58,b'Please slow down on Gate Road the speed limit is 10 mph. City speed is 5 mph. Radio stations 95.1 and 94.5 are available for announcements.',,,,,
903357538183282690,2017-08-31 20:43:15,b'Wadsworth to Gate road wait time is 2 hour 14 minutes with a Gate wait time of 20 minutes.',,,,,
903337804050124800,2017-08-31 19:24:50,b'Wadsworth to Gate road wait time is 1 hour 50 minutes with a Gate wait time of 45 minutes.',,,,,
903277651879743488,2017-08-31 15:25:48,b'Wadsworth to Gate road wait time is 2 hour 04 minutes with a Gate wait time of 20 minutes.',,,,,
903277372807446528,2017-08-31 15:24:42,b'Hwy 447 is now open.  Please drive carefully through mile marker 40-62 south of Empire.  Emergency crews are still on the roads.',,,,,
903233058211495937,2017-08-31 12:28:36,b'Wildland Fire (Road Closed) - on SR-447 between Nixon and Empire in Nevada. \nCurrent as of: 8/31/2017 12:18:29 AM PDT',,,,,
903056848781271040,2017-08-31 0:48:25,b'Hwy 447 Closed for Several Hours Due to Fire in the Area - https://t.co/AMlglOGaoC https://t.co/WLUD38g083',,,,,
903047008965054464,2017-08-31 0:09:19,b'The fire on HWY 447 South of Empire between mile markers 40 - 62 is on the lake GeoThermal Side.  Please drive safe through the area.',,,,,
903042617293905920,2017-08-30 23:51:52,"b'All traffic leaving Burning Man, Please stay on the flag line. As you approach the flag line, please stay on the right side of flags to exit'",,,,,
903041780765032448,2017-08-30 23:48:32,"b'All traffic entering Burningman, Please use the Right 8 lanes to enter the event.  All traffic leaving Burningman, Please drive safe.'",,,,,
902789811660087296,2017-08-30 7:07:18,b'Wadsworth to Gate road wait time is 1 hour 31 minutes with no wait at Gate.',,,,,
902760000631734276,2017-08-30 5:08:51,b'Wadsworth to Gate road wait time is 1 hour 39 minutes with no wait at Gate.',,,,,
902744289712766976,2017-08-30 4:06:25,b'Wadsworth to Gate road wait time is 1 hour 36 minutes with a Gate wait time of 20 minutes.',,,,,
902729342471589888,2017-08-30 3:07:01,b'Wadsworth to Gate road wait time is 1 hour 36 minutes with a Gate wait time of 25 minutes.',,,,,
902715503482982400,2017-08-30 2:12:02,b'Wadsworth to Gate road wait time is 1 hour 37 minutes with a Gate wait time of 15 minutes. Weather has improved for the moment.',,,,,
902696478774362112,2017-08-30 0:56:26,b'Wadsworth to Gate road 1 hour 35 min. Gate has waits under an hour but having intermittent closures due to weather affecting visibility',,,,,
902691448805408768,2017-08-30 0:36:27,"b'At this time, the Gate is fully operational. Due to inclement weather and visibility/safety concerns, delays and closures are possible.'",,,,,
902682517987348484,2017-08-30 0:00:57,b'Wadsworth to Gate Road is 1:44. Gate was momentarily closed during a light and short rain event. Upon reopening they have a 15 min wait.',,,,,
902668657121210372,2017-08-29 23:05:53,b'NHP reports debris on I-80 just before Wadsworth. Possible delays. And please secure your load!',,,,,
902668318737399808,2017-08-29 23:04:32,"b'Traffic Update: Wadsworth to Gate Road 1:40 and about a 30 minute wait at Gate. If possible light rain falls, expect some impact on times.'",,,,,
902654976387944448,2017-08-29 22:11:31,b'Traffic Update: Gate wait of 15 minutes. 1 hour and 37 minute drive from Wadsworth to Gate Road.',,,,,
902636014904250368,2017-08-29 20:56:10,b'Traffic Update: No wait at the Gate and an easy 1 hour and 43 minute drive from Wadsworth to Gate Road. Great time to enter the city.',,,,,
902622540895571970,2017-08-29 20:02:38,b'Traffic Update: 1 hour and 52 minutes from Wadsworth to Gate Road and a 15 minute wait at Gate.',,,,,
902607649224712192,2017-08-29 19:03:27,b'Traffic Update: 1 hour and 32 minutes from Wadsworth to Gate Roiad and a 10 minute wait at Gate. Drive safe.',,,,,
902578631712665601,2017-08-29 17:08:09,b'It is 1 hour 25 minutes from Wadsworth to Gate Road and a zero minute wait on Gate Road.',,,,,
902563113622536194,2017-08-29 16:06:29,b'Repairs on CR34 have been completed and traffic is flowing smoothly.',,,,,
902552392553652224,2017-08-29 15:23:53,b'Road repair on CR34 to repair potholes between Gerlach and Gate Road.  Expect delays.',,,,,
902532014842286081,2017-08-29 14:02:55,b'RT @bmantraffic: Expected road closure on CR34 at 7:00 AM to repair potholes between Gerlach and Gate Road. The road will be closed for 45\xe2\x80\xa6',,,,,
902516002340167680,2017-08-29 12:59:17,b'Expected road closure on CR34 at 7:00 AM to repair potholes between Gerlach and Gate Road. The road will be closed for 45 minutes.',,,,,
902502143965487104,2017-08-29 12:04:13,b'Traffic Update: Low traffic volume between Wadsworth and Gate Road; about 2 hours travel time.  No wait at Gate.',,,,,
902488410111315969,2017-08-29 11:09:39,b'Traffic Update: Wadsworth to Gate Road is flowing normally; about 2 hours and no wait at Gate.',,,,,
902472012265906176,2017-08-29 10:04:29,b'Traffic Update: Wadsworth to Gate Road is 2 hours and no wait at Gate.',,,,,
902456075970117632,2017-08-29 9:01:09,b'Traffic Update: Wadsworth to Gate Road is 2 hours 4 minutes and a 5 minute wait at Gate.',,,,,
902441413455032320,2017-08-29 8:02:54,b'Traffic Update: Wadsworth to Gate Road is 2 hours 5 minutes and a 20 minute wait at Gate.',,,,,
902409957366263808,2017-08-29 5:57:54,b'Traffic Update: Wadsworth to Gate Road is 2 hours. Currently no wait for Gate.',,,,,
